id,shares
29931,20000
29932,20000
29933,20000
29934,20000
29935,20000
29936,20000
29937,20000
29938,20000
29939,20000
29940,20000
29941,20000
29942,20000
29943,20000
29944,20000
29945,20000
29946,20000
29947,20000
29948,20000
29949,20000
29950,20000
29951,20000
29952,20000
29953,20000
29954,20000
29955,20000
29956,20000
29957,20000
29958,20000
29959,20000
29960,20000
29961,20000
29962,20000
29963,20000
29964,20000
29965,20000
29966,20000
29967,20000
29968,20000
29969,20000
29970,20000
29971,20000
29972,20000
29973,20000
29974,20000
29975,20000
29976,20000
29977,20000
29978,20000
29979,20000
29980,20000
29981,20000
29982,20000
29983,20000
29984,20000
29985,20000
29986,20000
29987,20000
29988,20000
29989,20000
29990,20000
29991,20000
29992,20000
29993,20000
29994,20000
29995,20000
29996,20000
29997,20000
29998,20000
29999,20000
30000,20000
30001,20000
30002,20000
30003,20000
30004,20000
30005,20000
30006,20000
30007,20000
30008,20000
30009,20000
30010,20000
30011,20000
30012,20000
30013,20000
30014,20000
30015,20000
30016,20000
30017,20000
30018,20000
30019,20000
30020,20000
30021,20000
30022,20000
30023,20000
30024,20000
30025,20000
30026,20000
30027,20000
30028,20000
30029,20000
30030,20000
30031,20000
30032,20000
30033,20000
30034,20000
30035,20000
30036,20000
30037,20000
30038,20000
30039,20000
30040,20000
30041,20000
30042,20000
30043,20000
30044,20000
30045,20000
30046,20000
30047,20000
30048,20000
30049,20000
30050,20000
30051,20000
30052,20000
30053,20000
30054,20000
30055,20000
30056,20000
30057,20000
30058,20000
30059,20000
30060,20000
30061,20000
30062,20000
30063,20000
30064,20000
30065,20000
30066,20000
30067,20000
30068,20000
30069,20000
30070,20000
30071,20000
30072,20000
30073,20000
30074,20000
30075,20000
30076,20000
30077,20000
30078,20000
30079,20000
30080,20000
30081,20000
30082,20000
30083,20000
30084,20000
30085,20000
30086,20000
30087,20000
30088,20000
30089,20000
30090,20000
30091,20000
30092,20000
30093,20000
30094,20000
30095,20000
30096,20000
30097,20000
30098,20000
30099,20000
30100,20000
30101,20000
30102,20000
30103,20000
30104,20000
30105,20000
30106,20000
30107,20000
30108,20000
30109,20000
30110,20000
30111,20000
30112,20000
30113,20000
30114,20000
30115,20000
30116,20000
30117,20000
30118,20000
30119,20000
30120,20000
30121,20000
30122,20000
30123,20000
30124,20000
30125,20000
30126,20000
30127,20000
30128,20000
30129,20000
30130,20000
30131,20000
30132,20000
30133,20000
30134,20000
30135,20000
30136,20000
30137,20000
30138,20000
30139,20000
30140,20000
30141,20000
30142,20000
30143,20000
30144,20000
30145,20000
30146,20000
30147,20000
30148,20000
30149,20000
30150,20000
30151,20000
30152,20000
30153,20000
30154,20000
30155,20000
30156,20000
30157,20000
30158,20000
30159,20000
30160,20000
30161,20000
30162,20000
30163,20000
30164,20000
30165,20000
30166,20000
30167,20000
30168,20000
30169,20000
30170,20000
30171,20000
30172,20000
30173,20000
30174,20000
30175,20000
30176,20000
30177,20000
30178,20000
30179,20000
30180,20000
30181,20000
30182,20000
30183,20000
30184,20000
30185,20000
30186,20000
30187,20000
30188,20000
30189,20000
30190,20000
30191,20000
30192,20000
30193,20000
30194,20000
30195,20000
30196,20000
30197,20000
30198,20000
30199,20000
30200,20000
30201,20000
30202,20000
30203,20000
30204,20000
30205,20000
30206,20000
30207,20000
30208,20000
30209,20000
30210,20000
30211,20000
30212,20000
30213,20000
30214,20000
30215,20000
30216,20000
30217,20000
30218,20000
30219,20000
30220,20000
30221,20000
30222,20000
30223,20000
30224,20000
30225,20000
30226,20000
30227,20000
30228,20000
30229,20000
30230,20000
30231,20000
30232,20000
30233,20000
30234,20000
30235,20000
30236,20000
30237,20000
30238,20000
30239,20000
30240,20000
30241,20000
30242,20000
30243,20000
30244,20000
30245,20000
30246,20000
30247,20000
30248,20000
30249,20000
30250,20000
30251,20000
30252,20000
30253,20000
30254,20000
30255,20000
30256,20000
30257,20000
30258,20000
30259,20000
30260,20000
30261,20000
30262,20000
30263,20000
30264,20000
30265,20000
30266,20000
30267,20000
30268,20000
30269,20000
30270,20000
30271,20000
30272,20000
30273,20000
30274,20000
30275,20000
30276,20000
30277,20000
30278,20000
30279,20000
30280,20000
30281,20000
30282,20000
30283,20000
30284,20000
30285,20000
30286,20000
30287,20000
30288,20000
30289,20000
30290,20000
30291,20000
30292,20000
30293,20000
30294,20000
30295,20000
30296,20000
30297,20000
30298,20000
30299,20000
30300,20000
30301,20000
30302,20000
30303,20000
30304,20000
30305,20000
30306,20000
30307,20000
30308,20000
30309,20000
30310,20000
30311,20000
30312,20000
30313,20000
30314,20000
30315,20000
30316,20000
30317,20000
30318,20000
30319,20000
30320,20000
30321,20000
30322,20000
30323,20000
30324,20000
30325,20000
30326,20000
30327,20000
30328,20000
30329,20000
30330,20000
30331,20000
30332,20000
30333,20000
30334,20000
30335,20000
30336,20000
30337,20000
30338,20000
30339,20000
30340,20000
30341,20000
30342,20000
30343,20000
30344,20000
30345,20000
30346,20000
30347,20000
30348,20000
30349,20000
30350,20000
30351,20000
30352,20000
30353,20000
30354,20000
30355,20000
30356,20000
30357,20000
30358,20000
30359,20000
30360,20000
30361,20000
30362,20000
30363,20000
30364,20000
30365,20000
30366,20000
30367,20000
30368,20000
30369,20000
30370,20000
30371,20000
30372,20000
30373,20000
30374,20000
30375,20000
30376,20000
30377,20000
30378,20000
30379,20000
30380,20000
30381,20000
30382,20000
30383,20000
30384,20000
30385,20000
30386,20000
30387,20000
30388,20000
30389,20000
30390,20000
30391,20000
30392,20000
30393,20000
30394,20000
30395,20000
30396,20000
30397,20000
30398,20000
30399,20000
30400,20000
30401,20000
30402,20000
30403,20000
30404,20000
30405,20000
30406,20000
30407,20000
30408,20000
30409,20000
30410,20000
30411,20000
30412,20000
30413,20000
30414,20000
30415,20000
30416,20000
30417,20000
30418,20000
30419,20000
30420,20000
30421,20000
30422,20000
30423,20000
30424,20000
30425,20000
30426,20000
30427,20000
30428,20000
30429,20000
30430,20000
30431,20000
30432,20000
30433,20000
30434,20000
30435,20000
30436,20000
30437,20000
30438,20000
30439,20000
30440,20000
30441,20000
30442,20000
30443,20000
30444,20000
30445,20000
30446,20000
30447,20000
30448,20000
30449,20000
30450,20000
30451,20000
30452,20000
30453,20000
30454,20000
30455,20000
30456,20000
30457,20000
30458,20000
30459,20000
30460,20000
30461,20000
30462,20000
30463,20000
30464,20000
30465,20000
30466,20000
30467,20000
30468,20000
30469,20000
30470,20000
30471,20000
30472,20000
30473,20000
30474,20000
30475,20000
30476,20000
30477,20000
30478,20000
30479,20000
30480,20000
30481,20000
30482,20000
30483,20000
30484,20000
30485,20000
30486,20000
30487,20000
30488,20000
30489,20000
30490,20000
30491,20000
30492,20000
30493,20000
30494,20000
30495,20000
30496,20000
30497,20000
30498,20000
30499,20000
30500,20000
30501,20000
30502,20000
30503,20000
30504,20000
30505,20000
30506,20000
30507,20000
30508,20000
30509,20000
30510,20000
30511,20000
30512,20000
30513,20000
30514,20000
30515,20000
30516,20000
30517,20000
30518,20000
30519,20000
30520,20000
30521,20000
30522,20000
30523,20000
30524,20000
30525,20000
30526,20000
30527,20000
30528,20000
30529,20000
30530,20000
30531,20000
30532,20000
30533,20000
30534,20000
30535,20000
30536,20000
30537,20000
30538,20000
30539,20000
30540,20000
30541,20000
30542,20000
30543,20000
30544,20000
30545,20000
30546,20000
30547,20000
30548,20000
30549,20000
30550,20000
30551,20000
30552,20000
30553,20000
30554,20000
30555,20000
30556,20000
30557,20000
30558,20000
30559,20000
30560,20000
30561,20000
30562,20000
30563,20000
30564,20000
30565,20000
30566,20000
30567,20000
30568,20000
30569,20000
30570,20000
30571,20000
30572,20000
30573,20000
30574,20000
30575,20000
30576,20000
30577,20000
30578,20000
30579,20000
30580,20000
30581,20000
30582,20000
30583,20000
30584,20000
30585,20000
30586,20000
30587,20000
30588,20000
30589,20000
30590,20000
30591,20000
30592,20000
30593,20000
30594,20000
30595,20000
30596,20000
30597,20000
30598,20000
30599,20000
30600,20000
30601,20000
30602,20000
30603,20000
30604,20000
30605,20000
30606,20000
30607,20000
30608,20000
30609,20000
30610,20000
30611,20000
30612,20000
30613,20000
30614,20000
30615,20000
30616,20000
30617,20000
30618,20000
30619,20000
30620,20000
30621,20000
30622,20000
30623,20000
30624,20000
30625,20000
30626,20000
30627,20000
30628,20000
30629,20000
30630,20000
30631,20000
30632,20000
30633,20000
30634,20000
30635,20000
30636,20000
30637,20000
30638,20000
30639,20000
30640,20000
30641,20000
30642,20000
30643,20000
30644,20000
30645,20000
30646,20000
30647,20000
30648,20000
30649,20000
30650,20000
30651,20000
30652,20000
30653,20000
30654,20000
30655,20000
30656,20000
30657,20000
30658,20000
30659,20000
30660,20000
30661,20000
30662,20000
30663,20000
30664,20000
30665,20000
30666,20000
30667,20000
30668,20000
30669,20000
30670,20000
30671,20000
30672,20000
30673,20000
30674,20000
30675,20000
30676,20000
30677,20000
30678,20000
30679,20000
30680,20000
30681,20000
30682,20000
30683,20000
30684,20000
30685,20000
30686,20000
30687,20000
30688,20000
30689,20000
30690,20000
30691,20000
30692,20000
30693,20000
30694,20000
30695,20000
30696,20000
30697,20000
30698,20000
30699,20000
30700,20000
30701,20000
30702,20000
30703,20000
30704,20000
30705,20000
30706,20000
30707,20000
30708,20000
30709,20000
30710,20000
30711,20000
30712,20000
30713,20000
30714,20000
30715,20000
30716,20000
30717,20000
30718,20000
30719,20000
30720,20000
30721,20000
30722,20000
30723,20000
30724,20000
30725,20000
30726,20000
30727,20000
30728,20000
30729,20000
30730,20000
30731,20000
30732,20000
30733,20000
30734,20000
30735,20000
30736,20000
30737,20000
30738,20000
30739,20000
30740,20000
30741,20000
30742,20000
30743,20000
30744,20000
30745,20000
30746,20000
30747,20000
30748,20000
30749,20000
30750,20000
30751,20000
30752,20000
30753,20000
30754,20000
30755,20000
30756,20000
30757,20000
30758,20000
30759,20000
30760,20000
30761,20000
30762,20000
30763,20000
30764,20000
30765,20000
30766,20000
30767,20000
30768,20000
30769,20000
30770,20000
30771,20000
30772,20000
30773,20000
30774,20000
30775,20000
30776,20000
30777,20000
30778,20000
30779,20000
30780,20000
30781,20000
30782,20000
30783,20000
30784,20000
30785,20000
30786,20000
30787,20000
30788,20000
30789,20000
30790,20000
30791,20000
30792,20000
30793,20000
30794,20000
30795,20000
30796,20000
30797,20000
30798,20000
30799,20000
30800,20000
30801,20000
30802,20000
30803,20000
30804,20000
30805,20000
30806,20000
30807,20000
30808,20000
30809,20000
30810,20000
30811,20000
30812,20000
30813,20000
30814,20000
30815,20000
30816,20000
30817,20000
30818,20000
30819,20000
30820,20000
30821,20000
30822,20000
30823,20000
30824,20000
30825,20000
30826,20000
30827,20000
30828,20000
30829,20000
30830,20000
30831,20000
30832,20000
30833,20000
30834,20000
30835,20000
30836,20000
30837,20000
30838,20000
30839,20000
30840,20000
30841,20000
30842,20000
30843,20000
30844,20000
30845,20000
30846,20000
30847,20000
30848,20000
30849,20000
30850,20000
30851,20000
30852,20000
30853,20000
30854,20000
30855,20000
30856,20000
30857,20000
30858,20000
30859,20000
30860,20000
30861,20000
30862,20000
30863,20000
30864,20000
30865,20000
30866,20000
30867,20000
30868,20000
30869,20000
30870,20000
30871,20000
30872,20000
30873,20000
30874,20000
30875,20000
30876,20000
30877,20000
30878,20000
30879,20000
30880,20000
30881,20000
30882,20000
30883,20000
30884,20000
30885,20000
30886,20000
30887,20000
30888,20000
30889,20000
30890,20000
30891,20000
30892,20000
30893,20000
30894,20000
30895,20000
30896,20000
30897,20000
30898,20000
30899,20000
30900,20000
30901,20000
30902,20000
30903,20000
30904,20000
30905,20000
30906,20000
30907,20000
30908,20000
30909,20000
30910,20000
30911,20000
30912,20000
30913,20000
30914,20000
30915,20000
30916,20000
30917,20000
30918,20000
30919,20000
30920,20000
30921,20000
30922,20000
30923,20000
30924,20000
30925,20000
30926,20000
30927,20000
30928,20000
30929,20000
30930,20000
30931,20000
30932,20000
30933,20000
30934,20000
30935,20000
30936,20000
30937,20000
30938,20000
30939,20000
30940,20000
30941,20000
30942,20000
30943,20000
30944,20000
30945,20000
30946,20000
30947,20000
30948,20000
30949,20000
30950,20000
30951,20000
30952,20000
30953,20000
30954,20000
30955,20000
30956,20000
30957,20000
30958,20000
30959,20000
30960,20000
30961,20000
30962,20000
30963,20000
30964,20000
30965,20000
30966,20000
30967,20000
30968,20000
30969,20000
30970,20000
30971,20000
30972,20000
30973,20000
30974,20000
30975,20000
30976,20000
30977,20000
30978,20000
30979,20000
30980,20000
30981,20000
30982,20000
30983,20000
30984,20000
30985,20000
30986,20000
30987,20000
30988,20000
30989,20000
30990,20000
30991,20000
30992,20000
30993,20000
30994,20000
30995,20000
30996,20000
30997,20000
30998,20000
30999,20000
31000,20000
31001,20000
31002,20000
31003,20000
31004,20000
31005,20000
31006,20000
31007,20000
31008,20000
31009,20000
31010,20000
31011,20000
31012,20000
31013,20000
31014,20000
31015,20000
31016,20000
31017,20000
31018,20000
31019,20000
31020,20000
31021,20000
31022,20000
31023,20000
31024,20000
31025,20000
31026,20000
31027,20000
31028,20000
31029,20000
31030,20000
31031,20000
31032,20000
31033,20000
31034,20000
31035,20000
31036,20000
31037,20000
31038,20000
31039,20000
31040,20000
31041,20000
31042,20000
31043,20000
31044,20000
31045,20000
31046,20000
31047,20000
31048,20000
31049,20000
31050,20000
31051,20000
31052,20000
31053,20000
31054,20000
31055,20000
31056,20000
31057,20000
31058,20000
31059,20000
31060,20000
31061,20000
31062,20000
31063,20000
31064,20000
31065,20000
31066,20000
31067,20000
31068,20000
31069,20000
31070,20000
31071,20000
31072,20000
31073,20000
31074,20000
31075,20000
31076,20000
31077,20000
31078,20000
31079,20000
31080,20000
31081,20000
31082,20000
31083,20000
31084,20000
31085,20000
31086,20000
31087,20000
31088,20000
31089,20000
31090,20000
31091,20000
31092,20000
31093,20000
31094,20000
31095,20000
31096,20000
31097,20000
31098,20000
31099,20000
31100,20000
31101,20000
31102,20000
31103,20000
31104,20000
31105,20000
31106,20000
31107,20000
31108,20000
31109,20000
31110,20000
31111,20000
31112,20000
31113,20000
31114,20000
31115,20000
31116,20000
31117,20000
31118,20000
31119,20000
31120,20000
31121,20000
31122,20000
31123,20000
31124,20000
31125,20000
31126,20000
31127,20000
31128,20000
31129,20000
31130,20000
31131,20000
31132,20000
31133,20000
31134,20000
31135,20000
31136,20000
31137,20000
31138,20000
31139,20000
31140,20000
31141,20000
31142,20000
31143,20000
31144,20000
31145,20000
31146,20000
31147,20000
31148,20000
31149,20000
31150,20000
31151,20000
31152,20000
31153,20000
31154,20000
31155,20000
31156,20000
31157,20000
31158,20000
31159,20000
31160,20000
31161,20000
31162,20000
31163,20000
31164,20000
31165,20000
31166,20000
31167,20000
31168,20000
31169,20000
31170,20000
31171,20000
31172,20000
31173,20000
31174,20000
31175,20000
31176,20000
31177,20000
31178,20000
31179,20000
31180,20000
31181,20000
31182,20000
31183,20000
31184,20000
31185,20000
31186,20000
31187,20000
31188,20000
31189,20000
31190,20000
31191,20000
31192,20000
31193,20000
31194,20000
31195,20000
31196,20000
31197,20000
31198,20000
31199,20000
31200,20000
31201,20000
31202,20000
31203,20000
31204,20000
31205,20000
31206,20000
31207,20000
31208,20000
31209,20000
31210,20000
31211,20000
31212,20000
31213,20000
31214,20000
31215,20000
31216,20000
31217,20000
31218,20000
31219,20000
31220,20000
31221,20000
31222,20000
31223,20000
31224,20000
31225,20000
31226,20000
31227,20000
31228,20000
31229,20000
31230,20000
31231,20000
31232,20000
31233,20000
31234,20000
31235,20000
31236,20000
31237,20000
31238,20000
31239,20000
31240,20000
31241,20000
31242,20000
31243,20000
31244,20000
31245,20000
31246,20000
31247,20000
31248,20000
31249,20000
31250,20000
31251,20000
31252,20000
31253,20000
31254,20000
31255,20000
31256,20000
31257,20000
31258,20000
31259,20000
31260,20000
31261,20000
31262,20000
31263,20000
31264,20000
31265,20000
31266,20000
31267,20000
31268,20000
31269,20000
31270,20000
31271,20000
31272,20000
31273,20000
31274,20000
31275,20000
31276,20000
31277,20000
31278,20000
31279,20000
31280,20000
31281,20000
31282,20000
31283,20000
31284,20000
31285,20000
31286,20000
31287,20000
31288,20000
31289,20000
31290,20000
31291,20000
31292,20000
31293,20000
31294,20000
31295,20000
31296,20000
31297,20000
31298,20000
31299,20000
31300,20000
31301,20000
31302,20000
31303,20000
31304,20000
31305,20000
31306,20000
31307,20000
31308,20000
31309,20000
31310,20000
31311,20000
31312,20000
31313,20000
31314,20000
31315,20000
31316,20000
31317,20000
31318,20000
31319,20000
31320,20000
31321,20000
31322,20000
31323,20000
31324,20000
31325,20000
31326,20000
31327,20000
31328,20000
31329,20000
31330,20000
31331,20000
31332,20000
31333,20000
31334,20000
31335,20000
31336,20000
31337,20000
31338,20000
31339,20000
31340,20000
31341,20000
31342,20000
31343,20000
31344,20000
31345,20000
31346,20000
31347,20000
31348,20000
31349,20000
31350,20000
31351,20000
31352,20000
31353,20000
31354,20000
31355,20000
31356,20000
31357,20000
31358,20000
31359,20000
31360,20000
31361,20000
31362,20000
31363,20000
31364,20000
31365,20000
31366,20000
31367,20000
31368,20000
31369,20000
31370,20000
31371,20000
31372,20000
31373,20000
31374,20000
31375,20000
31376,20000
31377,20000
31378,20000
31379,20000
31380,20000
31381,20000
31382,20000
31383,20000
31384,20000
31385,20000
31386,20000
31387,20000
31388,20000
31389,20000
31390,20000
31391,20000
31392,20000
31393,20000
31394,20000
31395,20000
31396,20000
31397,20000
31398,20000
31399,20000
31400,20000
31401,20000
31402,20000
31403,20000
31404,20000
31405,20000
31406,20000
31407,20000
31408,20000
31409,20000
31410,20000
31411,20000
31412,20000
31413,20000
31414,20000
31415,20000
31416,20000
31417,20000
31418,20000
31419,20000
31420,20000
31421,20000
31422,20000
31423,20000
31424,20000
31425,20000
31426,20000
31427,20000
31428,20000
31429,20000
31430,20000
31431,20000
31432,20000
31433,20000
31434,20000
31435,20000
31436,20000
31437,20000
31438,20000
31439,20000
31440,20000
31441,20000
31442,20000
31443,20000
31444,20000
31445,20000
31446,20000
31447,20000
31448,20000
31449,20000
31450,20000
31451,20000
31452,20000
31453,20000
31454,20000
31455,20000
31456,20000
31457,20000
31458,20000
31459,20000
31460,20000
31461,20000
31462,20000
31463,20000
31464,20000
31465,20000
31466,20000
31467,20000
31468,20000
31469,20000
31470,20000
31471,20000
31472,20000
31473,20000
31474,20000
31475,20000
31476,20000
31477,20000
31478,20000
31479,20000
31480,20000
31481,20000
31482,20000
31483,20000
31484,20000
31485,20000
31486,20000
31487,20000
31488,20000
31489,20000
31490,20000
31491,20000
31492,20000
31493,20000
31494,20000
31495,20000
31496,20000
31497,20000
31498,20000
31499,20000
31500,20000
31501,20000
31502,20000
31503,20000
31504,20000
31505,20000
31506,20000
31507,20000
31508,20000
31509,20000
31510,20000
31511,20000
31512,20000
31513,20000
31514,20000
31515,20000
31516,20000
31517,20000
31518,20000
31519,20000
31520,20000
31521,20000
31522,20000
31523,20000
31524,20000
31525,20000
31526,20000
31527,20000
31528,20000
31529,20000
31530,20000
31531,20000
31532,20000
31533,20000
31534,20000
31535,20000
31536,20000
31537,20000
31538,20000
31539,20000
31540,20000
31541,20000
31542,20000
31543,20000
31544,20000
31545,20000
31546,20000
31547,20000
31548,20000
31549,20000
31550,20000
31551,20000
31552,20000
31553,20000
31554,20000
31555,20000
31556,20000
31557,20000
31558,20000
31559,20000
31560,20000
31561,20000
31562,20000
31563,20000
31564,20000
31565,20000
31566,20000
31567,20000
31568,20000
31569,20000
31570,20000
31571,20000
31572,20000
31573,20000
31574,20000
31575,20000
31576,20000
31577,20000
31578,20000
31579,20000
31580,20000
31581,20000
31582,20000
31583,20000
31584,20000
31585,20000
31586,20000
31587,20000
31588,20000
31589,20000
31590,20000
31591,20000
31592,20000
31593,20000
31594,20000
31595,20000
31596,20000
31597,20000
31598,20000
31599,20000
31600,20000
31601,20000
31602,20000
31603,20000
31604,20000
31605,20000
31606,20000
31607,20000
31608,20000
31609,20000
31610,20000
31611,20000
31612,20000
31613,20000
31614,20000
31615,20000
31616,20000
31617,20000
31618,20000
31619,20000
31620,20000
31621,20000
31622,20000
31623,20000
31624,20000
31625,20000
31626,20000
31627,20000
31628,20000
31629,20000
31630,20000
31631,20000
31632,20000
31633,20000
31634,20000
31635,20000
31636,20000
31637,20000
31638,20000
31639,20000
31640,20000
31641,20000
31642,20000
31643,20000
31644,20000
31645,20000
31646,20000
31647,20000
31648,20000
31649,20000
31650,20000
31651,20000
31652,20000
31653,20000
31654,20000
31655,20000
31656,20000
31657,20000
31658,20000
31659,20000
31660,20000
31661,20000
31662,20000
31663,20000
31664,20000
31665,20000
31666,20000
31667,20000
31668,20000
31669,20000
31670,20000
31671,20000
31672,20000
31673,20000
31674,20000
31675,20000
31676,20000
31677,20000
31678,20000
31679,20000
31680,20000
31681,20000
31682,20000
31683,20000
31684,20000
31685,20000
31686,20000
31687,20000
31688,20000
31689,20000
31690,20000
31691,20000
31692,20000
31693,20000
31694,20000
31695,20000
31696,20000
31697,20000
31698,20000
31699,20000
31700,20000
31701,20000
31702,20000
31703,20000
31704,20000
31705,20000
31706,20000
31707,20000
31708,20000
31709,20000
31710,20000
31711,20000
31712,20000
31713,20000
31714,20000
31715,20000
31716,20000
31717,20000
31718,20000
31719,20000
31720,20000
31721,20000
31722,20000
31723,20000
31724,20000
31725,20000
31726,20000
31727,20000
31728,20000
31729,20000
31730,20000
31731,20000
31732,20000
31733,20000
31734,20000
31735,20000
31736,20000
31737,20000
31738,20000
31739,20000
31740,20000
31741,20000
31742,20000
31743,20000
31744,20000
31745,20000
31746,20000
31747,20000
31748,20000
31749,20000
31750,20000
31751,20000
31752,20000
31753,20000
31754,20000
31755,20000
31756,20000
31757,20000
31758,20000
31759,20000
31760,20000
31761,20000
31762,20000
31763,20000
31764,20000
31765,20000
31766,20000
31767,20000
31768,20000
31769,20000
31770,20000
31771,20000
31772,20000
31773,20000
31774,20000
31775,20000
31776,20000
31777,20000
31778,20000
31779,20000
31780,20000
31781,20000
31782,20000
31783,20000
31784,20000
31785,20000
31786,20000
31787,20000
31788,20000
31789,20000
31790,20000
31791,20000
31792,20000
31793,20000
31794,20000
31795,20000
31796,20000
31797,20000
31798,20000
31799,20000
31800,20000
31801,20000
31802,20000
31803,20000
31804,20000
31805,20000
31806,20000
31807,20000
31808,20000
31809,20000
31810,20000
31811,20000
31812,20000
31813,20000
31814,20000
31815,20000
31816,20000
31817,20000
31818,20000
31819,20000
31820,20000
31821,20000
31822,20000
31823,20000
31824,20000
31825,20000
31826,20000
31827,20000
31828,20000
31829,20000
31830,20000
31831,20000
31832,20000
31833,20000
31834,20000
31835,20000
31836,20000
31837,20000
31838,20000
31839,20000
31840,20000
31841,20000
31842,20000
31843,20000
31844,20000
31845,20000
31846,20000
31847,20000
31848,20000
31849,20000
31850,20000
31851,20000
31852,20000
31853,20000
31854,20000
31855,20000
31856,20000
31857,20000
31858,20000
31859,20000
31860,20000
31861,20000
31862,20000
31863,20000
31864,20000
31865,20000
31866,20000
31867,20000
31868,20000
31869,20000
31870,20000
31871,20000
31872,20000
31873,20000
31874,20000
31875,20000
31876,20000
31877,20000
31878,20000
31879,20000
31880,20000
31881,20000
31882,20000
31883,20000
31884,20000
31885,20000
31886,20000
31887,20000
31888,20000
31889,20000
31890,20000
31891,20000
31892,20000
31893,20000
31894,20000
31895,20000
31896,20000
31897,20000
31898,20000
31899,20000
31900,20000
31901,20000
31902,20000
31903,20000
31904,20000
31905,20000
31906,20000
31907,20000
31908,20000
31909,20000
31910,20000
31911,20000
31912,20000
31913,20000
31914,20000
31915,20000
31916,20000
31917,20000
31918,20000
31919,20000
31920,20000
31921,20000
31922,20000
31923,20000
31924,20000
31925,20000
31926,20000
31927,20000
31928,20000
31929,20000
31930,20000
31931,20000
31932,20000
31933,20000
31934,20000
31935,20000
31936,20000
31937,20000
31938,20000
31939,20000
31940,20000
31941,20000
31942,20000
31943,20000
31944,20000
31945,20000
31946,20000
31947,20000
31948,20000
31949,20000
31950,20000
31951,20000
31952,20000
31953,20000
31954,20000
31955,20000
31956,20000
31957,20000
31958,20000
31959,20000
31960,20000
31961,20000
31962,20000
31963,20000
31964,20000
31965,20000
31966,20000
31967,20000
31968,20000
31969,20000
31970,20000
31971,20000
31972,20000
31973,20000
31974,20000
31975,20000
31976,20000
31977,20000
31978,20000
31979,20000
31980,20000
31981,20000
31982,20000
31983,20000
31984,20000
31985,20000
31986,20000
31987,20000
31988,20000
31989,20000
31990,20000
31991,20000
31992,20000
31993,20000
31994,20000
31995,20000
31996,20000
31997,20000
31998,20000
31999,20000
32000,20000
32001,20000
32002,20000
32003,20000
32004,20000
32005,20000
32006,20000
32007,20000
32008,20000
32009,20000
32010,20000
32011,20000
32012,20000
32013,20000
32014,20000
32015,20000
32016,20000
32017,20000
32018,20000
32019,20000
32020,20000
32021,20000
32022,20000
32023,20000
32024,20000
32025,20000
32026,20000
32027,20000
32028,20000
32029,20000
32030,20000
32031,20000
32032,20000
32033,20000
32034,20000
32035,20000
32036,20000
32037,20000
32038,20000
32039,20000
32040,20000
32041,20000
32042,20000
32043,20000
32044,20000
32045,20000
32046,20000
32047,20000
32048,20000
32049,20000
32050,20000
32051,20000
32052,20000
32053,20000
32054,20000
32055,20000
32056,20000
32057,20000
32058,20000
32059,20000
32060,20000
32061,20000
32062,20000
32063,20000
